False_Positive_Rate,True_Positive_Rate
0.008571428571428572,0.263
0.008714285714285714,0.263
0.008714285714285714,0.264
0.008857142857142857,0.264
0.008857142857142857,0.265
0.009,0.265
0.009,0.2665
0.009142857142857144,0.2665
0.009142857142857144,0.2725
0.009285714285714286,0.2725
0.009285714285714286,0.2745
0.009428571428571429,0.2745
0.009428571428571429,0.2785
0.009571428571428571,0.2785
0.009571428571428571,0.28
0.009714285714285713,0.28
0.009714285714285713,0.2805
0.009857142857142858,0.2805
0.009857142857142858,0.281
0.01,0.281
0.01,0.291
0.010285714285714285,0.291
0.010285714285714285,0.2915
0.01042857142857143,0.2915
0.01042857142857143,0.293
0.010571428571428572,0.293
0.010571428571428572,0.3
0.010714285714285714,0.3
0.010714285714285714,0.301
0.010857142857142857,0.301
0.010857142857142857,0.307
0.011142857142857144,0.307
0.011142857142857144,0.3085
0.011285714285714286,0.3085
0.011285714285714286,0.3125
0.011428571428571429,0.3125
0.011428571428571429,0.3165
0.011571428571428571,0.3165
0.011571428571428571,0.319
0.011714285714285714,0.319
0.011714285714285714,0.32
0.011857142857142858,0.32
0.011857142857142858,0.3205
0.012142857142857143,0.3205
0.012142857142857143,0.324
0.012285714285714285,0.324
0.012285714285714285,0.3275
0.012428571428571428,0.3275
0.012428571428571428,0.331
0.012571428571428572,0.331
0.012571428571428572,0.334
0.012714285714285714,0.334
0.012714285714285714,0.336
0.012857142857142857,0.336
0.012857142857142857,0.3375
0.013,0.3375
0.013,0.338
0.013142857142857144,0.338
0.013142857142857144,0.3385
0.013285714285714286,0.3385
0.013285714285714286,0.3415
0.014,0.3415
0.014,0.342
0.014142857142857143,0.342
0.014142857142857143,0.344
0.014285714285714285,0.344
0.014285714285714285,0.3465
0.014571428571428572,0.3465
0.014571428571428572,0.3485
0.014714285714285714,0.3485
0.014714285714285714,0.3495
0.014857142857142857,0.3495
0.014857142857142857,0.3545
0.015,0.3545
0.015,0.3555
0.015285714285714286,0.3555
0.015285714285714286,0.356
0.015571428571428571,0.356
0.015571428571428571,0.357
0.015714285714285715,0.357
